15/09/2020,21/09/2020,r6,,,C045;C046;C020;C021;C022;C023;C024;C025;C026,dieter.vdwesthuizen@nhls.ac.za,0,1,started,started
08/09/2020,14/09/2020,r6,,,C045;C046;C020;C021;C022;C023;C024;C025;C026,dieter.vdwesthuizen@nhls.ac.za,0,1,started
01/09/2020,07/09/2020,r6,,,C045;C046;C020;C021;C022;C023;C024;C025;C026,dieter.vdwesthuizen@nhls.ac.za,0,1,started
22/06/2020,30/06/2020,r6,,,C045;C046;C020;C021;C022;C023;C024;C025;C026,dieter.vdwesthuizen@nhls.ac.za,0,1,started
15/06/2020,21/06/2020,r6,,,C045;C046;C020;C021;C022;C023;C024;C025;C026,dieter.vdwesthuizen@nhls.ac.za,0,1,started
08/06/2020,14/06/2020,r6,,,C045;C046;C020;C021;C022;C023;C024;C025;C026,dieter.vdwesthuizen@nhls.ac.za,0,1,started
01/06/2020,07/06/2020,r6,,,C045;C046;C020;C021;C022;C023;C024;C025;C026,dieter.vdwesthuizen@nhls.ac.za,0,1,started
22/03/2020,31/03/2020,r6,,,C045;C046;C020;C021;C022;C023;C024;C025;C026,dieter.vdwesthuizen@nhls.ac.za,0,1,started
15/03/2020,21/03/2020,r6,,,C045;C046;C020;C021;C022;C023;C024;C025;C026,dieter.vdwesthuizen@nhls.ac.za,0,1,started
08/03/2020,14/03/2020,r6,,,C045;C046;C020;C021;C022;C023;C024;C025;C026,dieter.vdwesthuizen@nhls.ac.za,0,1,started
01/03/2020,07/03/2020,r6,,,C045;C046;C020;C021;C022;C023;C024;C025;C026,dieter.vdwesthuizen@nhls.ac.za,0,1,started
22/02/2020,29/02/2020,r6,,,C045;C046;C020;C021;C022;C023;C024;C025;C026,dieter.vdwesthuizen@nhls.ac.za,0,1,started
15/02/2020,21/02/2020,r6,,,C045;C046;C020;C021;C022;C023;C024;C025;C026,dieter.vdwesthuizen@nhls.ac.za,0,1,started
08/02/2020,14/02/2020,r6,,,C045;C046;C020;C021;C022;C023;C024;C025;C026,dieter.vdwesthuizen@nhls.ac.za,0,1,started
01/02/2020,07/02/2020,r6,,,C045;C046;C020;C021;C022;C023;C024;C025;C026,dieter.vdwesthuizen@nhls.ac.za,0,1,started
22/01/2020,31/01/2020,r6,,,C045;C046;C020;C021;C022;C023;C024;C025;C026,dieter.vdwesthuizen@nhls.ac.za,0,1,started
15/01/2020,21/01/2020,r6,,,C045;C046;C020;C021;C022;C023;C024;C025;C026,dieter.vdwesthuizen@nhls.ac.za,0,1,started
08/01/2020,14/01/2020,r6,,,C045;C046;C020;C021;C022;C023;C024;C025;C026,dieter.vdwesthuizen@nhls.ac.za,0,1,started
01/01/2020,07/01/2020,r6,,,C045;C046;C020;C021;C022;C023;C024;C025;C026,dieter.vdwesthuizen@nhls.ac.za,0,1,started
22/10/2019,31/10/2019,r6,,,C045;C046;C020;C021;C022;C023;C024;C025;C026,dieter.vdwesthuizen@nhls.ac.za,0,1,started

--Old mo
01/02/2020,28/02/2020,r6,,,C045;C046;C020;C021;C022;C023;C024;C025;C026,dieter.vdwesthuizen@nhls.ac.za,0,1,failed(jody)
01/01/2020,31/01/2020,r6,,,C045;C046;C020;C021;C022;C023;C024;C025;C026,dieter.vdwesthuizen@nhls.ac.za,0,1,failed(jody)
01/12/2019,31/12/2019,r6,,,C045;C046;C020;C021;C022;C023;C024;C025;C026,dieter.vdwesthuizen@nhls.ac.za,0,1,failed(jody)
01/11/2019,30/11/2019,r6,,,C045;C046;C020;C021;C022;C023;C024;C025;C026,dieter.vdwesthuizen@nhls.ac.za,0,1,failed(jody)
01/10/2019,31/10/2019,r6,,,C045;C046;C020;C021;C022;C023;C024;C025;C026,dieter.vdwesthuizen@nhls.ac.za,0,1,failed(jody)
01/05/2019,31/05/2019,r6,,,C045;C046;C020;C021;C022;C023;C024;C025;C026,dieter.vdwesthuizen@nhls.ac.za,0,1,failedx2
01/04/2019,30/04/2019,r6,,,C045;C046;C020;C021;C022;C023;C024;C025;C026,dieter.vdwesthuizen@nhls.ac.za,0,1,failedx2
01/11/2021,31/12/2021,r6,,,C045;C046;C020;C021;C022;C023;C024;C025;C026,dieter.vdwesthuizen@nhls.ac.za,0,1,
01/01/2021,31/01/2021,r6,,,C045;C046;C020;C021;C022;C023;C024;C025;C026,dieter.vdwesthuizen@nhls.ac.za,0,1,failed,started 2022-01-19
01/09/2020,30/09/2020,r6,,,C045;C046;C020;C021;C022;C023;C024;C025;C026,dieter.vdwesthuizen@nhls.ac.za,0,1,failedx2, started 2022-01-20
01/08/2020,31/08/2020,r6,,,C045;C046;C020;C021;C022;C023;C024;C025;C026,dieter.vdwesthuizen@nhls.ac.za,0,1,failedx2
01/07/2020,31/07/2020,r6,,,C045;C046;C020;C021;C022;C023;C024;C025;C026,dieter.vdwesthuizen@nhls.ac.za,0,1,failedx2
01/06/2020,30/06/2020,r6,,,C045;C046;C020;C021;C022;C023;C024;C025;C026,dieter.vdwesthuizen@nhls.ac.za,0,1,failedx2
01/03/2020,31/03/2020,r6,,,C045;C046;C020;C021;C022;C023;C024;C025;C026,dieter.vdwesthuizen@nhls.ac.za,0,1,failed(jody)



,,,,,,,,,
01/10/2020,31/12/2020,r6,,,C045;C046;C020;C021;C022;C023;C024;C025;C026,dieter.vdwesthuizen@nhls.ac.za,0,1,done
01/04/2021,30/06/2021,r6,,,C045;C046;C020;C021;C022;C023;C024;C025;C026,dieter.vdwesthuizen@nhls.ac.za,0,1,done
01/04/2020,30/04/2020,r6,,,C045;C046;C020;C021;C022;C023;C024;C025;C026,dieter.vdwesthuizen@nhls.ac.za,0,1,done
01/05/2020,31/05/2020,r6,,,C045;C046;C020;C021;C022;C023;C024;C025;C026,dieter.vdwesthuizen@nhls.ac.za,0,1,done
01/02/2021,28/02/2021,r6,,,C045;C046;C020;C021;C022;C023;C024;C025;C026,dieter.vdwesthuizen@nhls.ac.za,0,1,done
01/03/2021,31/03/2021,r6,,,C045;C046;C020;C021;C022;C023;C024;C025;C026,dieter.vdwesthuizen@nhls.ac.za,0,1,done
01/07/2019,30/09/2019,r6,,,C045;C046;C020;C021;C022;C023;C024;C025;C026,dieter.vdwesthuizen@nhls.ac.za,0,1,done
01/07/2021,30/09/2021,r6,,,C045;C046;C020;C021;C022;C023;C024;C025;C026,dieter.vdwesthuizen@nhls.ac.za,0,1,done
09/09/2015,30/09/2015,r6,,,C045;C046;C020;C021;C022;C023;C024;C025;C026,dieter.vdwesthuizen@nhls.ac.za,0,1,done
01/10/2015,31/10/2015,r6,,,C045;C046;C020;C021;C022;C023;C024;C025;C026,dieter.vdwesthuizen@nhls.ac.za,0,1,done
01/11/2015,30/11/2015,r6,,,C045;C046;C020;C021;C022;C023;C024;C025;C026,dieter.vdwesthuizen@nhls.ac.za,0,1,done
01/01/2016,31/01/2016,r6,,,C045;C046;C020;C021;C022;C023;C024;C025;C026,dieter.vdwesthuizen@nhls.ac.za,0,1,done
01/12/2015,31/12/2015,r6,,,C045;C046;C020;C021;C022;C023;C024;C025;C026,dieter.vdwesthuizen@nhls.ac.za,0,1,done
01/02/2016,28/02/2016,r6,,,C045;C046;C020;C021;C022;C023;C024;C025;C026,dieter.vdwesthuizen@nhls.ac.za,0,1,done
01/03/2016,31/03/2016,r6,,,C045;C046;C020;C021;C022;C023;C024;C025;C026,dieter.vdwesthuizen@nhls.ac.za,0,1,done
01/04/2016,30/04/2016,r6,,,C045;C046;C020;C021;C022;C023;C024;C025;C026,dieter.vdwesthuizen@nhls.ac.za,0,1,done
01/05/2016,31/05/2016,r6,,,C045;C046;C020;C021;C022;C023;C024;C025;C026,dieter.vdwesthuizen@nhls.ac.za,0,1,done
01/06/2016,30/06/2016,r6,,,C045;C046;C020;C021;C022;C023;C024;C025;C026,dieter.vdwesthuizen@nhls.ac.za,0,1,done
01/07/2016,30/09/2016,r6,,,C045;C046;C020;C021;C022;C023;C024;C025;C026,dieter.vdwesthuizen@nhls.ac.za,0,1,done
01/10/2016,31/12/2016,r6,,,C045;C046;C020;C021;C022;C023;C024;C025;C026,dieter.vdwesthuizen@nhls.ac.za,0,1,done
01/01/2017,31/03/2017,r6,,,C045;C046;C020;C021;C022;C023;C024;C025;C026,dieter.vdwesthuizen@nhls.ac.za,0,1,done
01/04/2017,30/06/2017,r6,,,C045;C046;C020;C021;C022;C023;C024;C025;C026,dieter.vdwesthuizen@nhls.ac.za,0,1,started
01/07/2017,30/09/2017,r6,,,C045;C046;C020;C021;C022;C023;C024;C025;C026,dieter.vdwesthuizen@nhls.ac.za,0,1,started
01/10/2017,31/12/2017,r6,,,C045;C046;C020;C021;C022;C023;C024;C025;C026,dieter.vdwesthuizen@nhls.ac.za,0,1,done
01/01/2018,31/03/2018,r6,,,C045;C046;C020;C021;C022;C023;C024;C025;C026,dieter.vdwesthuizen@nhls.ac.za,0,1,done
01/04/2018,30/06/2018,r6,,,C045;C046;C020;C021;C022;C023;C024;C025;C026,dieter.vdwesthuizen@nhls.ac.za,0,1,done
01/07/2018,30/09/2018,r6,,,C045;C046;C020;C021;C022;C023;C024;C025;C026,dieter.vdwesthuizen@nhls.ac.za,0,1,done
01/10/2018,31/12/2018,r6,,,C045;C046;C020;C021;C022;C023;C024;C025;C026,dieter.vdwesthuizen@nhls.ac.za,0,1,done
01/01/2019,31/03/2019,r6,,,C045;C046;C020;C021;C022;C023;C024;C025;C026,dieter.vdwesthuizen@nhls.ac.za,0,1,done
01/06/2019,30/06/2019,r6,,,C045;C046;C020;C021;C022;C023;C024;C025;C026,dieter.vdwesthuizen@nhls.ac.za,0,1,done
